Transporte	trip_duration	trip_duration_hrs	dist_meters	dist_km	wait_sec	wait_min	Vel_mts_seg	Vel_km_hr
Taxi de Sitio	457	0.126944444	1084	1.084	218	3.633333333	2.37	8.54
Taxi Libre	1677	0.465833333	7808	7.808	445	7.416666667	4.66	16.76
Radio Taxi	948	0.263333333	4540	4.54	774	12.9	4.79	17.24
Taxi de Sitio	2627	0.729722222	2502	2.502	587	9.783333333	0.95	3.43
Taxi de Sitio	658	0.182777778	6730	6.73	115	1.916666667	10.23	36.82
Taxi de Sitio	339	0.094166667	1338	1.338	153	2.55	3.95	14.21
Radio Taxi	2627	0.729722222	6455	6.455	2689	44.81666667	2.46	8.85
Taxi de Sitio	823	0.228611111	3667	3.667	357	5.95	4.46	16.04
Radio Taxi	937	0.260277778	3645	3.645	466	7.766666667	3.89	14
Taxi de Sitio	2488	0.691111111	7168	7.168	1375	22.91666667	2.88	10.37
Taxi de Sitio	530	0.147222222	2281	2.281	119	1.983333333	4.3	15.49
Taxi de Sitio	1104	0.306666667	4309	4.309	343	5.716666667	3.9	14.05
Radio Taxi	1443	0.400833333	8289	8.289	836	13.93333333	5.74	20.68
Taxi de Sitio	1389	0.385833333	6953	6.953	580	9.666666667	5.01	18.02
Radio Taxi	911	0.253055556	4904	4.904	557	9.283333333	5.38	19.38
Radio Taxi	762	0.211666667	3586	3.586	693	11.55	4.71	16.94
Taxi de Sitio	732	0.203333333	773	0.773	59	0.983333333	1.06	3.8
Taxi de Sitio	1349	0.374722222	4150	4.15	526	8.766666667	3.08	11.07
Taxi Libre	1215	0.3375	3264	3.264	634	10.56666667	2.69	9.67
Taxi Libre	1416	0.393333333	3470	3.47	892	14.86666667	2.45	8.82
Taxi de Sitio	414	0.115	2587	2.587	111	1.85	6.25	22.5
Taxi Libre	902	0.250555556	5100	5.1	367	6.116666667	5.65	20.35
Taxi Libre	1375	0.381944444	8076	8.076	216	3.6	5.87	21.14
Taxi de Sitio	705	0.195833333	6082	6.082	127	2.116666667	8.63	31.06
UberX	545	0.151388889	2814	2.814	182	3.033333333	5.16	18.59
Taxi Libre	619	0.171944444	3396	3.396	94	1.566666667	5.49	19.75
Taxi Libre	741	0.205833333	2505	2.505	287	4.783333333	3.38	12.17
Taxi Libre	971	0.269722222	4423	4.423	340	5.666666667	4.56	16.4
Taxi de Sitio	431	0.119722222	1632	1.632	179	2.983333333	3.79	13.63
Taxi Libre	1627	0.451944444	8003	8.003	515	8.583333333	4.92	17.71
Taxi Libre	932	0.258888889	3970	3.97	316	5.266666667	4.26	15.33
Taxi Libre	1250	0.347222222	6645	6.645	205	3.416666667	5.32	19.14
Taxi Libre	1250	0.347222222	6645	6.645	205	3.416666667	5.32	19.14
Taxi Libre	396	0.11	1231	1.231	206	3.433333333	3.11	11.19
Taxi Libre	470	0.130555556	2335	2.335	103	1.716666667	4.97	17.89
Taxi Libre	908	0.252222222	2776	2.776	464	7.733333333	3.06	11.01
Taxi Libre	1105	0.306944444	3695	3.695	382	6.366666667	3.34	12.04
Taxi Libre	328	0.091111111	2127	2.127	24	0.4	6.48	23.35
Taxi Libre	749	0.208055556	2242	2.242	360	6	2.99	10.78
Taxi Libre	575	0.159722222	2967	2.967	213	3.55	5.16	18.58
Taxi Libre	2017	0.560277778	4388	4.388	970	16.16666667	2.18	7.83
Taxi Libre	168	0.046666667	928	0.928	51	0.85	5.52	19.89
Taxi Libre	1083	0.300833333	1800	1.8	764	12.73333333	1.66	5.98
Taxi Libre	863	0.239722222	3747	3.747	332	5.533333333	4.34	15.63
Taxi Libre	499	0.138611111	2857	2.857	105	1.75	5.73	20.61
Taxi Libre	424	0.117777778	2220	2.22	114	1.9	5.24	18.85
Taxi Libre	2358	0.655	1394	1.394	1279	21.31666667	0.59	2.13
Taxi de Sitio	482	0.133888889	1794	1.794	171	2.85	3.72	13.4
Taxi de Sitio	1166	0.323888889	4235	4.235	484	8.066666667	3.63	13.08
Taxi de Sitio	439	0.121944444	2383	2.383	76	1.266666667	5.43	19.54
Radio Taxi	284	0.078888889	1014	1.014	136	2.266666667	3.57	12.85
Taxi Libre	396	0.11	3886	3.886	42	0.7	9.81	35.33
Radio Taxi	853	0.236944444	3840	3.84	432	7.2	4.5	16.21
Taxi Libre	2130	0.591666667	3762	3.762	73	1.216666667	1.77	6.36
Taxi de Sitio	1142	0.317222222	3244	3.244	671	11.18333333	2.84	10.23
Radio Taxi	481	0.133611111	3114	3.114	370	6.166666667	6.47	23.31
Radio Taxi	1568	0.435555556	6165	6.165	1300	21.66666667	3.93	14.15
Taxi de Sitio	917	0.254722222	2775	2.775	360	6	3.03	10.89
Taxi de Sitio	1629	0.4525	4594	4.594	713	11.88333333	2.82	10.15
Taxi Libre	476	0.132222222	2799	2.799	53	0.883333333	5.88	21.17
Taxi Libre	727	0.201944444	3030	3.03	369	6.15	4.17	15
Taxi Libre	1778	0.493888889	2804	2.804	1212	20.2	1.58	5.68
Taxi Libre	1110	0.308333333	2791	2.791	627	10.45	2.51	9.05
Taxi de Sitio	2104	0.584444444	6948	6.948	281	4.683333333	3.3	11.89
Taxi Libre	463	0.128611111	2663	2.663	87	1.45	5.75	20.71
Taxi Libre	2200	0.611111111	5252	5.252	1072	17.86666667	2.39	8.59
Taxi de Sitio	318	0.088333333	1628	1.628	81	1.35	5.12	18.43
Taxi Libre	1240	0.344444444	6931	6.931	409	6.816666667	5.59	20.12
Taxi de Sitio	1789	0.496944444	4248	4.248	1119	18.65	2.37	8.55
Taxi Libre	1761	0.489166667	7792	7.792	232	3.866666667	4.42	15.93
Radio Taxi	1163	0.323055556	2088	2.088	533	8.883333333	1.8	6.46
Taxi Libre	1970	0.547222222	3549	3.549	249	4.15	1.8	6.49
Taxi Libre	816	0.226666667	2280	2.28	485	8.083333333	2.79	10.06
Taxi de Sitio	1474	0.409444444	5453	5.453	695	11.58333333	3.7	13.32
Taxi de Sitio	1548	0.43	4235	4.235	1008	16.8	2.74	9.85
Taxi de Sitio	895	0.248611111	3626	3.626	418	6.966666667	4.05	14.59
Taxi Libre	515	0.143055556	4228	4.228	151	2.516666667	8.21	29.55
Taxi Libre	694	0.192777778	4833	4.833	161	2.683333333	6.96	25.07
Taxi Libre	863	0.239722222	4812	4.812	156	2.6	5.58	20.07
Taxi Libre	915	0.254166667	4754	4.754	180	3	5.2	18.7
Taxi Libre	460	0.127777778	2511	2.511	106	1.766666667	5.46	19.65
Taxi Libre	712	0.197777778	3583	3.583	73	1.216666667	5.03	18.12
Taxi Libre	524	0.145555556	3061	3.061	80	1.333333333	5.84	21.03
Taxi Libre	1418	0.393888889	5513	5.513	338	5.633333333	3.89	14
Taxi Libre	394	0.109444444	1825	1.825	36	0.6	4.63	16.68
Taxi de Sitio	1328	0.368888889	7024	7.024	610	10.16666667	5.29	19.04
Taxi Libre	1033	0.286944444	5244	5.244	423	7.05	5.08	18.28
Taxi Libre	495	0.1375	2555	2.555	110	1.833333333	5.16	18.58
Taxi Libre	1289	0.358055556	6331	6.331	279	4.65	4.91	17.68
Taxi Libre	223	0.061944444	1004	1.004	50	0.833333333	4.5	16.21
Taxi Libre	612	0.17	3847	3.847	231	3.85	6.29	22.63
Taxi Libre	446	0.123888889	2617	2.617	128	2.133333333	5.87	21.12
Taxi Libre	682	0.189444444	4514	4.514	223	3.716666667	6.62	23.83
Taxi Libre	470	0.130555556	2289	2.289	74	1.233333333	4.87	17.53
Taxi Libre	1128	0.313333333	4613	4.613	325	5.416666667	4.09	14.72
Taxi Libre	678	0.188333333	5102	5.102	154	2.566666667	7.53	27.09
Taxi Libre	1907	0.529722222	7106	7.106	12	0.2	3.73	13.41
Taxi Libre	478	0.132777778	2962	2.962	162	2.7	6.2	22.31
Taxi Libre	826	0.229444444	4440	4.44	267	4.45	5.38	19.35
Taxi Libre	694	0.192777778	2916	2.916	173	2.883333333	4.2	15.13
Radio Taxi	1374	0.381666667	2553	2.553	1399	23.31666667	1.86	6.69
Taxi Libre	256	0.071111111	1286	1.286	25	0.416666667	5.02	18.08
Taxi Libre	1811	0.503055556	5549	5.549	66	1.1	3.06	11.03
Radio Taxi	1692	0.47	7528	7.528	1669	27.81666667	4.45	16.02
Taxi de Sitio	844	0.234444444	2715	2.715	20	0.333333333	3.22	11.58
Taxi de Sitio	835	0.231944444	2477	2.477	389	6.483333333	2.97	10.68
Radio Taxi	1469	0.408055556	4088	4.088	1310	21.83333333	2.78	10.02
Taxi Libre	311	0.086388889	1130	1.13	102	1.7	3.63	13.08
Taxi Libre	2200	0.611111111	3828	3.828	504	8.4	1.74	6.26
Radio Taxi	1356	0.376666667	3691	3.691	1355	22.58333333	2.72	9.8
Taxi Libre	903	0.250833333	7113	7.113	135	2.25	7.88	28.36
Taxi de Sitio	1010	0.280555556	4509	4.509	580	9.666666667	4.46	16.07
Taxi Libre	834	0.231666667	4137	4.137	185	3.083333333	4.96	17.86
Taxi Libre	1570	0.436111111	4519	4.519	489	8.15	2.88	10.36
Taxi Libre	1622	0.450555556	6504	6.504	53	0.883333333	4.01	14.44
Taxi Libre	1622	0.450555556	6504	6.504	53	0.883333333	4.01	14.44
Taxi Libre	354	0.098333333	1944	1.944	37	0.616666667	5.49	19.77
Taxi Libre	1867	0.518611111	6675	6.675	1055	17.58333333	3.58	12.87
Taxi Libre	279	0.0775	955	0.955	43	0.716666667	3.42	12.32
Taxi Libre	430	0.119444444	806	0.806	206	3.433333333	1.87	6.75
Taxi Libre	358	0.099444444	1530	1.53	106	1.766666667	4.27	15.39
Taxi Libre	722	0.200555556	4126	4.126	74	1.233333333	5.71	20.57
Taxi Libre	418	0.116111111	2791	2.791	101	1.683333333	6.68	24.04
Taxi Libre	211	0.058611111	530	0.53	95	1.583333333	2.51	9.04
Taxi Libre	1317	0.365833333	6494	6.494	417	6.95	4.93	17.75
Taxi Libre	2076	0.576666667	9105	9.105	555	9.25	4.39	15.79
Taxi de Sitio	1227	0.340833333	1605	1.605	670	11.16666667	1.31	4.71
Taxi de Sitio	1227	0.340833333	1605	1.605	670	11.16666667	1.31	4.71
Taxi de Sitio	1227	0.340833333	1605	1.605	670	11.16666667	1.31	4.71
Taxi Libre	1546	0.429444444	6419	6.419	482	8.033333333	4.15	14.95
Taxi Libre	330	0.091666667	1406	1.406	104	1.733333333	4.26	15.34
Taxi Libre	1035	0.2875	3282	3.282	386	6.433333333	3.17	11.42
Taxi Libre	313	0.086944444	1271	1.271	119	1.983333333	4.06	14.62
Taxi Libre	286	0.079444444	2666	2.666	66	1.1	9.32	33.56
Taxi Libre	805	0.223611111	3816	3.816	247	4.116666667	4.74	17.07
Taxi Libre	510	0.141666667	1587	1.587	213	3.55	3.11	11.2
Taxi de Sitio	608	0.168888889	3444	3.444	314	5.233333333	5.66	20.39
Taxi Libre	540	0.15	2209	2.209	156	2.6	4.09	14.73
Taxi de Sitio	1683	0.4675	7073	7.073	413	6.883333333	4.2	15.13
Radio Taxi	549	0.1525	3593	3.593	468	7.8	6.54	23.56
Radio Taxi	723	0.200833333	5946	5.946	209	3.483333333	8.22	29.61
Radio Taxi	1214	0.337222222	6792	6.792	1211	20.18333333	5.59	20.14
Radio Taxi	936	0.26	6056	6.056	205	3.416666667	6.47	23.29
Taxi de Sitio	665	0.184722222	4155	4.155	270	4.5	6.25	22.49
Taxi Libre	462	0.128333333	2640	2.64	54	0.9	5.71	20.57
Taxi de Sitio	1182	0.328333333	8771	8.771	373	6.216666667	7.42	26.71
Taxi Libre	573	0.159166667	3450	3.45	85	1.416666667	6.02	21.68
Radio Taxi	897	0.249166667	5615	5.615	883	14.71666667	6.26	22.54
Taxi Libre	675	0.1875	5694	5.694	90	1.5	8.44	30.37
Taxi de Sitio	891	0.2475	4145	4.145	347	5.783333333	4.65	16.75
Taxi Libre	631	0.175277778	2663	2.663	159	2.65	4.22	15.19
Taxi de Sitio	719	0.199722222	7425	7.425	40	0.666666667	10.33	37.18
Taxi Libre	894	0.248333333	2985	2.985	432	7.2	3.34	12.02
Taxi Libre	663	0.184166667	3096	3.096	168	2.8	4.67	16.81
Taxi Libre	432	0.12	2006	2.006	68	1.133333333	4.64	16.72
Radio Taxi	1925	0.534722222	9032	9.032	780	13	4.69	16.89
Taxi Libre	2628	0.73	2006	2.006	76	1.266666667	0.76	2.75
Taxi de Sitio	766	0.212777778	5013	5.013	287	4.783333333	6.54	23.56
Taxi Libre	1707	0.474166667	615	0.615	74	1.233333333	0.36	1.3
Taxi Libre	436	0.121111111	2345	2.345	42	0.7	5.38	19.36
Taxi Libre	706	0.196111111	4151	4.151	240	4	5.88	21.17
Taxi Libre	612	0.17	2355	2.355	297	4.95	3.85	13.85
Taxi Libre	817	0.226944444	3121	3.121	254	4.233333333	3.82	13.75
Taxi Libre	1199	0.333055556	4263	4.263	401	6.683333333	3.56	12.8
Radio Taxi	2420	0.672222222	5502	5.502	1685	28.08333333	2.27	8.18
Taxi Libre	771	0.214166667	978	0.978	577	9.616666667	1.27	4.57
Taxi Libre	765	0.2125	2619	2.619	442	7.366666667	3.42	12.32
Radio Taxi	570	0.158333333	3547	3.547	379	6.316666667	6.22	22.4
Radio Taxi	2407	0.668611111	5689	5.689	2277	37.95	2.36	8.51
Radio Taxi	856	0.237777778	4786	4.786	204	3.4	5.59	20.13
Taxi Libre	1314	0.365	7240	7.24	493	8.216666667	5.51	19.84
Taxi de Sitio	823	0.228611111	7394	7.394	65	1.083333333	8.98	32.34
Taxi Libre	1173	0.325833333	5483	5.483	215	3.583333333	4.67	16.83
UberX	454	0.126111111	4263	4.263	62	1.033333333	9.39	33.8
UberX	995	0.276388889	7558	7.558	68	1.133333333	7.6	27.35
Taxi Libre	934	0.259444444	3443	3.443	427	7.116666667	3.69	13.27
Taxi Libre	860	0.238888889	2518	2.518	426	7.1	2.93	10.54
Taxi Libre	1134	0.315	4254	4.254	399	6.65	3.75	13.5
Radio Taxi	1348	0.374444444	5272	5.272	1296	21.6	3.91	14.08
Taxi Libre	843	0.234166667	2430	2.43	499	8.316666667	2.88	10.38
Taxi Libre	691	0.191944444	2160	2.16	321	5.35	3.13	11.25
Taxi Libre	917	0.254722222	3131	3.131	474	7.9	3.41	12.29
Taxi Libre	1288	0.357777778	6049	6.049	214	3.566666667	4.7	16.91
Radio Taxi	134	0.037222222	947	0.947	125	2.083333333	7.07	25.44
Taxi Libre	437	0.121388889	1167	1.167	278	4.633333333	2.67	9.61
Taxi Libre	601	0.166944444	2332	2.332	102	1.7	3.88	13.97
Taxi Libre	1120	0.311111111	7907	7.907	214	3.566666667	7.06	25.42
Taxi Libre	289	0.080277778	2112	2.112	23	0.383333333	7.31	26.31
Radio Taxi	2154	0.598333333	3721	3.721	1896	31.6	1.73	6.22
Taxi Libre	484	0.134444444	2690	2.69	149	2.483333333	5.56	20.01
Taxi Libre	545	0.151388889	3187	3.187	25	0.416666667	5.85	21.05
Taxi Libre	806	0.223888889	3346	3.346	319	5.316666667	4.15	14.94
Taxi Libre	1972	0.547777778	4432	4.432	1358	22.63333333	2.25	8.09
Taxi de Sitio	1996	0.554444444	8064	8.064	77	1.283333333	4.04	14.54
Taxi de Sitio	476	0.132222222	1017	1.017	314	5.233333333	2.14	7.69
Radio Taxi	426	0.118333333	2508	2.508	252	4.2	5.89	21.19
Taxi Libre	1087	0.301944444	4355	4.355	501	8.35	4.01	14.42
Taxi Libre	1007	0.279722222	8285	8.285	251	4.183333333	8.23	29.62
Taxi de Sitio	1464	0.406666667	5773	5.773	795	13.25	3.94	14.2
Taxi Libre	1147	0.318611111	4059	4.059	556	9.266666667	3.54	12.74
Taxi Libre	1667	0.463055556	6902	6.902	610	10.16666667	4.14	14.91
Taxi de Sitio	1616	0.448888889	8010	8.01	690	11.5	4.96	17.84
Taxi Libre	614	0.170555556	2905	2.905	84	1.4	4.73	17.03
Taxi de Sitio	2221	0.616944444	9079	9.079	887	14.78333333	4.09	14.72
Taxi Libre	831	0.230833333	3145	3.145	214	3.566666667	3.78	13.62
Taxi Libre	811	0.225277778	5967	5.967	208	3.466666667	7.36	26.49
Taxi de Sitio	604	0.167777778	2668	2.668	263	4.383333333	4.42	15.9
Taxi Libre	444	0.123333333	2158	2.158	116	1.933333333	4.86	17.5
Taxi de Sitio	249	0.069166667	1550	1.55	13	0.216666667	6.22	22.41
Taxi de Sitio	249	0.069166667	1550	1.55	13	0.216666667	6.22	22.41
Taxi Libre	468	0.13	2365	2.365	89	1.483333333	5.05	18.19
Taxi Libre	2120	0.588888889	5520	5.52	1303	21.71666667	2.6	9.37
Taxi Libre	1363	0.378611111	4280	4.28	493	8.216666667	3.14	11.3
Taxi Libre	1040	0.288888889	4619	4.619	312	5.2	4.44	15.99
Taxi Libre	1653	0.459166667	6061	6.061	680	11.33333333	3.67	13.2
Taxi Libre	1029	0.285833333	3697	3.697	424	7.066666667	3.59	12.93
Taxi Libre	722	0.200555556	3533	3.533	167	2.783333333	4.89	17.62
Taxi Libre	814	0.226111111	4354	4.354	79	1.316666667	5.35	19.26
Taxi Libre	667	0.185277778	3960	3.96	114	1.9	5.94	21.37
Radio Taxi	653	0.181388889	3491	3.491	368	6.133333333	5.35	19.25
Taxi Libre	1050	0.291666667	3662	3.662	417	6.95	3.49	12.56
Taxi Libre	236	0.065555556	1105	1.105	113	1.883333333	4.68	16.86
Taxi Libre	691	0.191944444	3353	3.353	76	1.266666667	4.85	17.47
Taxi Libre	126	0.035	908	0.908	15	0.25	7.21	25.94
Taxi Libre	178	0.049444444	1493	1.493	43	0.716666667	8.39	30.2
Taxi Libre	909	0.2525	4515	4.515	275	4.583333333	4.97	17.88
Taxi de Sitio	1813	0.503611111	2545	2.545	1351	22.51666667	1.4	5.05
Taxi de Sitio	2001	0.555833333	9111	9.111	922	15.36666667	4.55	16.39
Taxi Libre	684	0.19	3284	3.284	255	4.25	4.8	17.28
Taxi de Sitio	1918	0.532777778	8417	8.417	530	8.833333333	4.39	15.8
Taxi Libre	1890	0.525	3611	3.611	1080	18	1.91	6.88
Taxi Libre	685	0.190277778	5209	5.209	48	0.8	7.6	27.38
Taxi Libre	1153	0.320277778	6573	6.573	283	4.716666667	5.7	20.52
Taxi Libre	1697	0.471388889	6677	6.677	729	12.15	3.93	14.16
Taxi Libre	1381	0.383611111	7777	7.777	276	4.6	5.63	20.27
Taxi Libre	545	0.151388889	2318	2.318	199	3.316666667	4.25	15.31
Taxi Libre	397	0.110277778	2798	2.798	118	1.966666667	7.05	25.37
Taxi Libre	738	0.205	4108	4.108	75	1.25	5.57	20.04
Taxi Libre	2366	0.657222222	7338	7.338	1217	20.28333333	3.1	11.17
Radio Taxi	735	0.204166667	4456	4.456	598	9.966666667	6.06	21.83
Taxi Libre	1079	0.299722222	4988	4.988	157	2.616666667	4.62	16.64
Taxi de Sitio	976	0.271111111	7468	7.468	192	3.2	7.65	27.55
UberX	629	0.174722222	1816	1.816	360	6	2.89	10.39
Taxi Libre	1219	0.338611111	2625	2.625	707	11.78333333	2.15	7.75
Taxi Libre	909	0.2525	3714	3.714	370	6.166666667	4.09	14.71
Taxi Libre	195	0.054166667	892	0.892	72	1.2	4.57	16.47
Taxi Libre	751	0.208611111	3281	3.281	248	4.133333333	4.37	15.73
Taxi de Sitio	989	0.274722222	4402	4.402	422	7.033333333	4.45	16.02
Radio Taxi	1555	0.431944444	7056	7.056	1541	25.68333333	4.54	16.34
Taxi Libre	476	0.132222222	3365	3.365	40	0.666666667	7.07	25.45
Radio Taxi	504	0.14	3699	3.699	379	6.316666667	7.34	26.42
Taxi Libre	1084	0.301111111	7207	7.207	184	3.066666667	6.65	23.93
Taxi Libre	433	0.120277778	2499	2.499	313	5.216666667	5.77	20.78
Taxi Libre	128	0.035555556	864	0.864	83	1.383333333	6.75	24.3
Taxi Libre	476	0.132222222	2692	2.692	68	1.133333333	5.66	20.36
Taxi Libre	271	0.075277778	1123	1.123	428	7.133333333	4.14	14.92
Radio Taxi	2393	0.664722222	7812	7.812	2402	40.03333333	3.26	11.75
Taxi Libre	502	0.139444444	2116	2.116	225	3.75	4.22	15.17
Taxi Libre	445	0.123611111	1607	1.607	74	1.233333333	3.61	13
Taxi Libre	2102	0.583888889	8072	8.072	976	16.26666667	3.84	13.82
Taxi de Sitio	780	0.216666667	2710	2.71	383	6.383333333	3.47	12.51
Taxi de Sitio	41	0.011388889	1776	1.776	0	0	43.32	155.94
Taxi de Sitio	1203	0.334166667	6299	6.299	363	6.05	5.24	18.85
Taxi Libre	1041	0.289166667	5333	5.333	354	5.9	5.12	18.44
Taxi Libre	506	0.140555556	1514	1.514	218	3.633333333	2.99	10.77
Taxi Libre	202	0.056111111	1025	1.025	58	0.966666667	5.07	18.27
Taxi Libre	632	0.175555556	4678	4.678	59	0.983333333	7.4	26.65
Taxi de Sitio	579	0.160833333	4313	4.313	78	1.3	7.45	26.82
Taxi Libre	546	0.151666667	2008	2.008	266	4.433333333	3.68	13.24
Taxi Libre	1596	0.443333333	6989	6.989	578	9.633333333	4.38	15.76
Taxi Libre	1564	0.434444444	3670	3.67	311	5.183333333	2.35	8.45
Taxi Libre	2412	0.67	6250	6.25	1504	25.06666667	2.59	9.33
Radio Taxi	1362	0.378333333	3935	3.935	403	6.716666667	2.89	10.4
Radio Taxi	1474	0.409444444	4758	4.758	1785	29.75	3.23	11.62
Taxi Libre	1301	0.361388889	6284	6.284	399	6.65	4.83	17.39
Radio Taxi	956	0.265555556	3491	3.491	883	14.71666667	3.65	13.15
Taxi de Sitio	1284	0.356666667	9089	9.089	279	4.65	7.08	25.48
Radio Taxi	1490	0.413888889	5790	5.79	1325	22.08333333	3.89	13.99
Radio Taxi	1379	0.383055556	5789	5.789	1280	21.33333333	4.2	15.11
Taxi de Sitio	1474	0.409444444	5717	5.717	468	7.8	3.88	13.96
Taxi Libre	578	0.160555556	2977	2.977	150	2.5	5.15	18.54
Taxi Libre	348	0.096666667	1527	1.527	66	1.1	4.39	15.8
Taxi Libre	441	0.1225	3478	3.478	88	1.466666667	7.89	28.39
Taxi Libre	898	0.249444444	5951	5.951	203	3.383333333	6.63	23.86
Taxi Libre	393	0.109166667	1604	1.604	105	1.75	4.08	14.69
Taxi Libre	317	0.088055556	2236	2.236	72	1.2	7.05	25.39
Taxi Libre	1063	0.295277778	4184	4.184	412	6.866666667	3.94	14.17
Taxi Libre	740	0.205555556	4536	4.536	99	1.65	6.13	22.07
Taxi Libre	1389	0.385833333	6329	6.329	440	7.333333333	4.56	16.4
Taxi de Sitio	270	0.075	3593	3.593	16	0.266666667	13.31	47.91
Radio Taxi	687	0.190833333	5153	5.153	275	4.583333333	7.5	27
Taxi de Sitio	865	0.240277778	4527	4.527	1534	25.56666667	5.23	18.84
Taxi de Sitio	478	0.132777778	4109	4.109	66	1.1	8.6	30.95
Taxi Libre	1286	0.357222222	6664	6.664	369	6.15	5.18	18.66
Taxi de Sitio	44	0.012222222	514	0.514	0	0	11.68	42.05
Taxi de Sitio	1184	0.328888889	4040	4.04	496	8.266666667	3.41	12.28
Taxi de Sitio	1777	0.493611111	5489	5.489	909	15.15	3.09	11.12
Taxi de Sitio	728	0.202222222	4234	4.234	267	4.45	5.82	20.94
Taxi Libre	649	0.180277778	2489	2.489	318	5.3	3.84	13.81
Taxi Libre	954	0.265	3116	3.116	488	8.133333333	3.27	11.76
Taxi Libre	1104	0.306666667	3094	3.094	592	9.866666667	2.8	10.09
Taxi Libre	1374	0.381666667	5187	5.187	454	7.566666667	3.78	13.59
Taxi Libre	853	0.236944444	4997	4.997	155	2.583333333	5.86	21.09
Radio Taxi	830	0.230555556	6620	6.62	169	2.816666667	7.98	28.71
Radio Taxi	649	0.180277778	3130	3.13	347	5.783333333	4.82	17.36
Taxi Libre	832	0.231111111	3821	3.821	160	2.666666667	4.59	16.53
Taxi Libre	1324	0.367777778	7027	7.027	515	8.583333333	5.31	19.11
Taxi Libre	1116	0.31	6444	6.444	359	5.983333333	5.77	20.79
Taxi Libre	958	0.266111111	4930	4.93	169	2.816666667	5.15	18.53
UberX	1116	0.31	2501	2.501	420	7	2.24	8.07
Taxi Libre	724	0.201111111	2675	2.675	289	4.816666667	3.69	13.3
Taxi Libre	959	0.266388889	7240	7.24	336	5.6	7.55	27.18
Taxi Libre	347	0.096388889	2726	2.726	124	2.066666667	7.86	28.28
Taxi Libre	1163	0.323055556	5204	5.204	504	8.4	4.47	16.11
Taxi Libre	382	0.106111111	2395	2.395	24	0.4	6.27	22.57
Radio Taxi	803	0.223055556	4473	4.473	371	6.183333333	5.57	20.05
Taxi Libre	287	0.079722222	2717	2.717	51	0.85	9.47	34.08
Radio Taxi	92	0.025555556	598	0.598	59	0.983333333	6.5	23.4
Radio Taxi	1524	0.423333333	4056	4.056	1363	22.71666667	2.66	9.58
Taxi Libre	584	0.162222222	4513	4.513	157	2.616666667	7.73	27.82
Taxi Libre	711	0.1975	3845	3.845	76	1.266666667	5.41	19.47
Taxi Libre	404	0.112222222	2777	2.777	24	0.4	6.87	24.75
Taxi Libre	996	0.276666667	7850	7.85	431	7.183333333	7.88	28.37
Taxi Libre	410	0.113888889	4141	4.141	87	1.45	10.1	36.36
Taxi Libre	962	0.267222222	5375	5.375	219	3.65	5.59	20.11
Radio Taxi	1303	0.361944444	7549	7.549	952	15.86666667	5.79	20.86
Taxi de Sitio	150	0.041666667	778	0.778	6	0.1	5.19	18.67
Taxi de Sitio	1458	0.405	4418	4.418	168	2.8	3.03	10.91
Radio Taxi	1109	0.308055556	7162	7.162	651	10.85	6.46	23.25
Taxi de Sitio	625	0.173611111	1947	1.947	1090	18.16666667	3.12	11.21
Taxi Libre	1538	0.427222222	2809	2.809	666	11.1	1.83	6.58
Taxi Libre	1210	0.336111111	4000	4	242	4.033333333	3.31	11.9
Taxi Libre	1048	0.291111111	3089	3.089	505	8.416666667	2.95	10.61
Taxi Libre	443	0.123055556	2424	2.424	126	2.1	5.47	19.7
Taxi Libre	58	0.016111111	1031	1.031	13	0.216666667	17.78	63.99
Taxi Libre	595	0.165277778	1303	1.303	335	5.583333333	2.19	7.88
Taxi de Sitio	2247	0.624166667	8148	8.148	1052	17.53333333	3.63	13.05
Radio Taxi	1304	0.362222222	5176	5.176	1295	21.58333333	3.97	14.29
Taxi Libre	398	0.110555556	1566	1.566	205	3.416666667	3.93	14.16
Taxi Libre	1391	0.386388889	5049	5.049	265	4.416666667	3.63	13.07
Taxi Libre	376	0.104444444	1733	1.733	83	1.383333333	4.61	16.59
Taxi de Sitio	845	0.234722222	5083	5.083	304	5.066666667	6.02	21.66
Taxi Libre	995	0.276388889	5819	5.819	423	7.05	5.85	21.05
Taxi Libre	452	0.125555556	3782	3.782	28	0.466666667	8.37	30.12
Taxi Libre	1125	0.3125	2314	2.314	81	1.35	2.06	7.4
Taxi Libre	1549	0.430277778	8498	8.498	317	5.283333333	5.49	19.75
Radio Taxi	529	0.146944444	2426	2.426	138	2.3	4.59	16.51
Taxi Libre	1433	0.398055556	8377	8.377	94	1.566666667	5.85	21.04
Taxi de Sitio	1927	0.535277778	3487	3.487	1422	23.7	1.81	6.51
Taxi de Sitio	1425	0.395833333	8507	8.507	485	8.083333333	5.97	21.49
Taxi Libre	994	0.276111111	1604	1.604	736	12.26666667	1.61	5.81
Radio Taxi	893	0.248055556	522	0.522	807	13.45	0.58	2.1
Taxi Libre	948	0.263333333	4976	4.976	148	2.466666667	5.25	18.9
Taxi de Sitio	779	0.216388889	4920	4.92	166	2.766666667	6.32	22.74
Taxi de Sitio	2497	0.693611111	1961	1.961	1081	18.01666667	0.79	2.83
Radio Taxi	1449	0.4025	4722	4.722	729	12.15	3.26	11.73
Taxi Libre	771	0.214166667	2270	2.27	429	7.15	2.94	10.6
Taxi Libre	475	0.131944444	4285	4.285	31	0.516666667	9.02	32.48
