"","id","vendor_id","pickup_datetime","dropoff_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","store_and_fwd_flag","trip_duration","trip_duration_hrs","dist_meters","dist_km","wait_sec","wait_min"
"1",3,"México DF Taxi Libre","18/09/2016 10:11","18/09/2016 10:23",-99.28960286,19.32626257,-99.2718736,19.32853031,"N",681,0.19,2848,2.848,129,2.15
"2",4,"México DF Taxi Libre","18/09/2016 10:23","18/09/2016 10:30",-99.27116092,19.32887516,-99.27989983,19.32625581,"N",436,0.12,1409,1.409,106,1.766666667
"3",5,"México DF Taxi Libre","18/09/2016 10:44","18/09/2016 10:51",-99.28276056,19.32694425,-99.29170493,19.3227536,"N",442,0.12,1567,1.567,85,1.416666667
"4",6,"México DF Taxi Libre","18/09/2016 10:58","18/09/2016 10:59",-99.28971174,19.32292909,-99.28928032,19.32597834,"N",100,0.03,797,0.797,19,0.316666667
"5",7,"México DF Taxi Libre","18/09/2016 11:00","18/09/2016 11:05",-99.28539143,19.32624657,-99.28254919,19.32811713,"N",345,0.1,676,0.676,169,2.816666667
"6",8,"México DF Taxi Libre","18/09/2016 11:08","18/09/2016 11:17",-99.28589116,19.33002207,-99.289828,19.31916966,"N",544,0.15,3771,3.771,37,0.616666667
"7",12,"México DF Taxi Libre","18/09/2016 11:28","18/09/2016 11:34",-99.29033998,19.33121437,-99.29489573,19.32068669,"N",349,0.1,1693,1.693,33,0.55
"8",13,"México DF Taxi de Sitio","18/09/2016 04:12","18/09/2016 04:21",-99.17962947,19.43858941,-99.17910745,19.43877742,"N",521,0.14,2279,2.279,181,3.016666667
"9",14,"México DF Taxi de Sitio","18/09/2016 04:27","18/09/2016 04:35",-99.16758945,19.371335,-99.17055068,19.38758295,"N",490,0.14,2725,2.725,125,2.083333333
"10",18,"México DF Taxi Libre","18/09/2016 08:46","18/09/2016 08:53",-99.28123392,19.3337681,-99.29014936,19.32568913,"N",391,0.11,3309,3.309,34,0.566666667
"11",19,"México DF Taxi Libre","18/09/2016 09:34","18/09/2016 09:44",-99.28921858,19.33654562,-99.27128298,19.32476607,"N",613,0.17,5651,5.651,34,0.566666667
"12",20,"México DF Taxi Libre","18/09/2016 09:46","18/09/2016 09:47",-99.27269985,19.32256212,-99.27339274,19.32726307,"N",88,0.02,602,0.602,20,0.333333333
"13",21,"México DF Taxi Libre","18/09/2016 09:48","18/09/2016 09:59",-99.27363356,19.32746616,-99.27993955,19.34338569,"N",668,0.19,3931,3.931,21,0.35
"14",22,"México DF Taxi Libre","18/09/2016 10:04","18/09/2016 10:30",-99.27246424,19.34555382,-99.26972639,19.33603828,"N",1555,0.43,6172,6.172,310,5.166666667
"15",23,"México DF Taxi Libre","18/09/2016 11:56","19/09/2016 12:08",-99.28475782,19.32662957,-99.29724096,19.32164816,"N",750,0.21,2148,2.148,226,3.766666667
"16",24,"México DF Taxi Libre","19/09/2016 12:14","19/09/2016 12:15",-99.30131532,19.31949415,-99.30155234,19.31917163,"N",81,0.02,442,0.442,16,0.266666667
"17",26,"México DF Taxi de Sitio","19/09/2016 01:39","19/09/2016 01:42",-99.06235937,19.4133857,-99.05345153,19.42697369,"N",203,0.06,2399,2.399,3,0.05
"18",29,"México DF Taxi de Sitio","19/09/2016 10:16","19/09/2016 10:28",-99.17020477,19.46398671,-99.15494316,19.47194766,"N",767,0.21,3920,3.92,362,6.033333333
"19",30,"México DF UberXL","19/09/2016 12:30","19/09/2016 12:33",-99.1736026,19.38998877,-99.17360158,19.38998842,"N",172,0.05,27,0.027,174,2.9
"20",31,"México DF Radio Taxi","19/09/2016 12:16","19/09/2016 12:41",-99.21624399,19.28442822,-99.14870707,19.29987071,"N",1474,0.41,10114,10.114,508,8.466666667
"21",32,"México DF Taxi de Sitio","18/09/2016 04:12","18/09/2016 04:21",-99.17962947,19.43858941,-99.17910745,19.43877742,"N",521,0.14,2279,2.279,181,3.016666667
"22",33,"México DF Taxi de Sitio","19/09/2016 01:41","19/09/2016 01:42",-99.17968434,19.43837668,-99.17739423,19.43789528,"N",101,0.03,296,0.296,52,0.866666667
"23",34,"México DF UberX","19/09/2016 02:04","19/09/2016 02:12",-99.16225246,19.38629816,-99.17353636,19.3898593,"N",446,0.12,2692,2.692,49,0.816666667
"24",35,"México DF Taxi de Sitio","19/09/2016 02:04","19/09/2016 02:13",-99.17950537,19.43867815,-99.1599107,19.43645153,"N",569,0.16,2794,2.794,250,4.166666667
"25",37,"México DF Taxi de Sitio","19/09/2016 02:32","19/09/2016 02:41",-99.17968407,19.4387048,-99.17265096,19.43318468,"N",523,0.15,1447,1.447,326,5.433333333
"26",39,"México DF Taxi de Sitio","19/09/2016 03:06","19/09/2016 03:10",-99.17960413,19.43851605,-99.17432645,19.44283915,"N",290,0.08,1064,1.064,124,2.066666667
"27",41,"México DF Taxi de Sitio","19/09/2016 03:30","19/09/2016 03:39",-99.1795098,19.43871512,-99.17432343,19.43909732,"N",535,0.15,866,0.866,97,1.616666667
"28",42,"México DF Taxi Libre","19/09/2016 03:41","19/09/2016 03:59",-99.15145253,19.46627291,-99.16676179,19.43522525,"N",1076,0.3,5356,5.356,471,7.85
"29",44,"México DF Taxi de Sitio","19/09/2016 04:40","19/09/2016 04:50",-99.17952832,19.43873099,-99.16335011,19.44284192,"N",565,0.16,2989,2.989,178,2.966666667
"30",45,"México DF Taxi de Sitio","19/09/2016 05:24","19/09/2016 05:31",-99.17950117,19.43866756,-99.17296069,19.44452018,"N",453,0.13,2441,2.441,109,1.816666667
"31",46,"México DF Taxi Libre","19/09/2016 07:23","19/09/2016 07:23",-99.2465338,19.30461804,-99.24650326,19.3046188,"N",36,0.01,22,0.022,33,0.55
"32",47,"México DF Taxi de Sitio","19/09/2016 07:29","19/09/2016 07:34",-99.17942053,19.43860953,-99.17404116,19.43492501,"N",294,0.08,829,0.829,156,2.6
"33",48,"México DF Taxi de Sitio","19/09/2016 07:44","19/09/2016 07:59",-99.17939461,19.43875494,-99.18214155,19.44816225,"N",919,0.26,2819,2.819,446,7.433333333
"34",49,"México DF Taxi de Sitio","19/09/2016 08:08","19/09/2016 08:16",-99.17932942,19.43865838,-99.17276556,19.44909354,"N",502,0.14,1908,1.908,203,3.383333333
"35",50,"México DF Radio Taxi","19/09/2016 08:33","19/09/2016 08:40",-99.06729633,19.47939885,-99.05611376,19.46243379,"N",429,0.12,3741,3.741,86,1.433333333
"36",52,"México DF Taxi Libre","19/09/2016 09:45","19/09/2016 09:57",-99.2743226,19.33553104,-99.28512902,19.34628964,"N",739,0.21,6740,6.74,89,1.483333333
"37",53,"México DF Taxi de Sitio","19/09/2016 09:45","19/09/2016 10:00",-99.1794758,19.43859797,-99.1829258,19.44265211,"N",939,0.26,3383,3.383,246,4.1
"38",54,"México DF Taxi Libre","19/09/2016 09:59","19/09/2016 10:09",-99.28702192,19.34502905,-99.27496029,19.33273376,"N",642,0.18,3548,3.548,65,1.083333333
"39",55,"México DF Taxi Libre","19/09/2016 11:01","19/09/2016 11:02",-99.27988627,19.34009611,-99.28628983,19.32979195,"N",73,0.02,1419,1.419,45,0.75
"40",56,"México DF Taxi Libre","19/09/2016 11:02","19/09/2016 11:13",-99.28643986,19.32985678,-99.29719437,19.32132432,"N",614,0.17,3071,3.071,50,0.833333333
"41",57,"México DF Taxi Libre","19/09/2016 11:31","19/09/2016 11:32",-99.29815735,19.32222815,-99.29705968,19.32213907,"N",42,0.01,124,0.124,30,0.5
"42",59,"México DF Taxi Libre","20/09/2016 06:23","20/09/2016 06:33",-99.20122515,19.39126332,-99.18822134,19.40110097,"N",602,0.17,1899,1.899,170,2.833333333
"43",61,"México DF Taxi Libre","20/09/2016 08:22","20/09/2016 08:23",-99.28183055,19.3252286,-99.28209469,19.32710532,"N",41,0.01,249,0.249,26,0.433333333
"44",64,"México DF Taxi de Sitio","20/09/2016 10:55","20/09/2016 11:14",-99.17363414,19.38979949,-99.18981532,19.35601325,"N",1134,0.32,5887,5.887,471,7.85
"45",66,"México DF Taxi de Sitio","20/09/2016 12:36","20/09/2016 12:43",-99.17955827,19.43856396,-99.18491438,19.43528448,"N",433,0.12,1274,1.274,228,3.8
"46",71,"México DF Taxi Libre","20/09/2016 03:20","20/09/2016 03:23",-99.13267606,19.48163887,-99.13286234,19.47729882,"N",147,0.04,829,0.829,12,0.2
"47",72,"México DF Taxi de Sitio","20/09/2016 03:27","20/09/2016 03:34",-99.17960945,19.43847512,-99.174511,19.44046935,"N",440,0.12,1455,1.455,207,3.45
"48",76,"México DF Taxi de Sitio","20/09/2016 07:05","20/09/2016 07:24",-99.1795831,19.43858045,-99.16560421,19.44516566,"N",1135,0.32,3880,3.88,478,7.966666667
"49",77,"México DF Taxi Libre","20/09/2016 12:55","20/09/2016 01:03",-99.28566983,19.32610562,-99.29729064,19.32172569,"N",516,0.14,4510,4.51,58,0.966666667
"50",78,"México DF Taxi Libre","20/09/2016 07:57","20/09/2016 08:20",-99.27655711,19.34434622,-99.28361157,19.32771066,"N",1346,0.37,6589,6.589,394,6.566666667
"51",79,"México DF Taxi de Sitio","20/09/2016 08:19","20/09/2016 08:44",-99.17970301,19.43870496,-99.21801401,19.45213684,"N",1483,0.41,5805,5.805,363,6.05
"52",82,"México DF Taxi de Sitio","20/09/2016 09:09","20/09/2016 09:39",-99.17947849,19.43866265,-99.17946185,19.43865279,"N",1796,0.5,5235,5.235,200,3.333333333
"53",84,"México DF Taxi Libre","20/09/2016 08:21","20/09/2016 08:32",-99.28276466,19.33028921,-99.28346605,19.32674113,"N",656,0.18,3311,3.311,119,1.983333333
"54",87,"México DF Taxi Libre","21/09/2016 08:59","21/09/2016 09:06",-99.1461605,19.28849711,-99.1491545,19.29941245,"N",454,0.13,1605,1.605,185,3.083333333
"55",88,"México DF Taxi Libre","21/09/2016 11:11","21/09/2016 11:12",-99.04119441,19.3426889,-99.04093262,19.34219272,"N",24,0.01,100,0.1,13,0.216666667
"56",90,"México DF Taxi de Sitio","21/09/2016 12:38","21/09/2016 12:44",-99.17964554,19.43838757,-99.18138247,19.44531393,"N",329,0.09,1088,1.088,182,3.033333333
"57",91,"México DF Taxi de Sitio","21/09/2016 12:47","21/09/2016 12:52",-99.17957986,19.43868267,-99.18432095,19.43698881,"N",290,0.08,812,0.812,173,2.883333333
"58",93,"México DF Taxi Libre","21/09/2016 02:28","21/09/2016 02:35",-99.18544076,19.48450005,-99.17989205,19.47726425,"N",468,0.13,1743,1.743,156,2.6
"59",97,"México DF Taxi de Sitio","21/09/2016 03:59","21/09/2016 04:08",-99.17949718,19.4385952,-99.17552019,19.44228969,"N",539,0.15,1998,1.998,204,3.4
"60",98,"México DF UberX","21/09/2016 04:42","21/09/2016 04:47",-99.08881326,19.41783344,-99.08975034,19.41730787,"N",334,0.09,339,0.339,316,5.266666667
"61",99,"México DF Taxi de Sitio","21/09/2016 05:04","21/09/2016 05:14",-99.17952878,19.43874922,-99.17250139,19.44751006,"N",583,0.16,2111,2.111,211,3.516666667
"62",102,"México DF Taxi Libre","21/09/2016 12:48","21/09/2016 12:49",-99.14187361,19.37717243,-99.1419539,19.37735184,"N",79,0.02,23,0.023,18,0.3
"63",104,"México DF Taxi Libre","20/09/2016 11:57","21/09/2016 12:13",-99.27447453,19.33301141,-99.29292647,19.32211685,"N",923,0.26,7505,7.505,296,4.933333333
"64",106,"México DF Taxi Libre","22/09/2016 04:51","22/09/2016 04:54",-99.08857504,19.43766258,-99.08835941,19.43760802,"N",163,0.05,27,0.027,433,7.216666667
"65",108,"México DF Taxi Libre","21/04/2017 06:54","21/04/2017 07:19",-99.1718695,19.33265655,-99.14034066,19.302288,"N",1520,0.42,9492,9.492,223,3.716666667
"66",109,"México DF Taxi Libre","21/04/2017 10:15","21/04/2017 10:31",-99.1432917,19.30227,-99.15182034,19.32004432,"N",974,0.27,4324,4.324,220,3.666666667
"67",110,"México DF Taxi Libre","21/04/2017 11:41","21/04/2017 11:53",-99.06453748,19.334737,-99.07632236,19.2991828,"N",718,0.2,6278,6.278,92,1.533333333
"68",111,"México DF Taxi Libre","21/04/2017 12:04","21/04/2017 12:21",-99.03742346,19.59552058,-99.0019219,19.60335552,"N",1017,0.28,7194,7.194,55,0.916666667
"69",112,"México DF Taxi Libre","21/04/2017 01:23","21/04/2017 01:32",-99.1402117,19.3023333,-99.13419498,19.299925,"N",546,0.15,1504,1.504,240,4
"70",114,"México DF Taxi de Sitio","21/04/2017 01:55","21/04/2017 02:10",-99.19751932,19.51477966,-99.18873334,19.49031132,"N",955,0.27,4010,4.01,393,6.55
"71",116,"México DF Taxi Libre","21/04/2017 03:10","21/04/2017 03:26",-99.14016,19.30228,-99.12392734,19.29231468,"N",926,0.26,2394,2.394,489,8.15
"72",117,"México DF Taxi Libre","21/04/2017 03:47","21/04/2017 03:53",-99.1400533,19.3023083,-99.13711332,19.293907,"N",357,0.1,1379,1.379,137,2.283333333
"73",120,"México DF Taxi Libre","21/04/2017 03:53","21/04/2017 04:14",-99.1370517,19.2939133,-99.16594888,19.29086309,"N",1257,0.35,6488,6.488,341,5.683333333
"74",121,"México DF Taxi Libre","21/04/2017 04:10","21/04/2017 04:17",-99.16358926,19.42175522,-99.16599325,19.41372722,"N",405,0.11,993,0.993,217,3.616666667
"75",125,"México DF UberSUV","21/04/2017 06:51","21/04/2017 06:52",-99.13503965,19.51606329,-99.13511161,19.51489362,"N",98,0.03,139,0.139,47,0.783333333
"76",126,"México DF Taxi Libre","21/04/2017 06:57","21/04/2017 07:08",-99.19648531,19.40550317,-99.18839146,19.40231898,"N",625,0.17,1482,1.482,236,3.933333333
"77",127,"México DF Taxi Libre","21/04/2017 08:09","21/04/2017 08:19",-99.03042997,19.59997926,-99.0229803,19.58116902,"N",567,0.16,2999,2.999,133,2.216666667
"78",128,"México DF Taxi de Sitio","21/04/2017 09:02","21/04/2017 09:02",-99.17245266,19.41164677,-99.17222913,19.41189221,"N",22,0.01,39,0.039,11,0.183333333
"79",129,"México DF Radio Taxi","21/04/2017 08:32","21/04/2017 09:15",-99.0920517,19.43595538,-99.17261166,19.41187926,"N",2537,0.7,10161,10.161,19,0.316666667
"80",132,"México DF Taxi de Sitio","21/04/2017 10:26","21/04/2017 10:33",-99.17091381,19.41434523,-99.17101199,19.42180541,"N",454,0.13,1351,1.351,202,3.366666667
"81",134,"México DF Radio Taxi","21/04/2017 11:17","21/04/2017 11:35",-99.1723396,19.41115763,-99.16424522,19.39302402,"N",1060,0.29,2345,2.345,23,0.383333333
"82",136,"México DF Radio Taxi","22/04/2017 01:16","22/04/2017 01:20",-99.30065508,19.35740019,-99.30050024,19.3573806,"N",235,0.07,56,0.056,213,3.55
"83",137,"México DF Radio Taxi","22/04/2017 02:36","22/04/2017 02:44",-99.1644269,19.42420963,-99.17190218,19.41370664,"N",512,0.14,1959,1.959,297,4.95
"84",138,"México DF Taxi de Sitio","22/04/2017 04:05","22/04/2017 04:20",-99.21306238,19.39202958,-99.17248976,19.41181571,"N",869,0.24,6397,6.397,136,2.266666667
"85",139,"México DF UberBlack","22/04/2017 04:15","22/04/2017 04:30",-99.11420514,19.29221689,-99.06902044,19.29222958,"N",866,0.24,9061,9.061,40,0.666666667
"86",140,"México DF Taxi de Sitio","22/04/2017 05:28","22/04/2017 05:41",-99.17249084,19.41179463,-99.20194053,19.37357551,"N",782,0.22,7263,7.263,122,2.033333333
"87",141,"México DF Radio Taxi","22/04/2017 05:42","22/04/2017 05:53",-99.20237099,19.3746944,-99.1724718,19.4117796,"N",697,0.19,7035,7.035,65,1.083333333
"88",142,"México DF Taxi de Sitio","22/04/2017 06:31","22/04/2017 06:35",-99.17241008,19.4118219,-99.1787761,19.40616258,"N",252,0.07,1522,1.522,113,1.883333333
"89",143,"México DF Radio Taxi","22/04/2017 07:05","22/04/2017 07:13",-99.19834385,19.40288209,-99.2542728,19.38166498,"N",487,0.14,7173,7.173,14,0.233333333
"90",147,"México DF Taxi Libre","22/04/2017 09:42","22/04/2017 09:56",-99.17360391,19.33060415,-99.18463342,19.29125786,"N",865,0.24,6772,6.772,272,4.533333333
"91",148,"México DF Taxi Libre","22/04/2017 11:07","22/04/2017 11:29",-99.19723558,19.40594651,-99.23072908,19.3699908,"N",1362,0.38,8474,8.474,268,4.466666667
"92",151,"México DF Taxi Libre","22/04/2017 01:22","22/04/2017 01:31",-99.20230747,19.40514334,-99.21286089,19.39111734,"N",534,0.15,3011,3.011,84,1.4
"93",153,"México DF Taxi Libre","22/04/2017 02:10","22/04/2017 02:26",-99.13980366,19.30153198,-99.12462034,19.29258498,"N",960,0.27,2452,2.452,494,8.233333333
"94",157,"México DF Taxi Libre","22/04/2017 03:45","22/04/2017 03:57",-99.19720278,19.40597741,-99.20244901,19.36367714,"N",732,0.2,7083,7.083,128,2.133333333
"95",158,"México DF Taxi Libre","22/04/2017 04:09","22/04/2017 04:36",-99.10392721,19.30842707,-99.09815628,19.32105698,"N",1627,0.45,7166,7.166,313,5.216666667
"96",161,"México DF Taxi Libre","22/04/2017 05:01","22/04/2017 05:10",-99.13824244,19.30051453,-99.1256483,19.30578864,"N",499,0.14,2662,2.662,45,0.75
"97",162,"México DF Taxi Libre","22/04/2017 05:24","22/04/2017 06:02",-99.1382283,19.2977517,-99.14020966,19.302281,"N",2290,0.64,10560,10.56,301,5.016666667
"98",163,"México DF Taxi Libre","22/04/2017 06:03","22/04/2017 06:08",-99.14086098,19.30157134,-99.14938532,19.29816,"N",287,0.08,1524,1.524,41,0.683333333
"99",164,"México DF Taxi Libre","22/04/2017 06:27","22/04/2017 06:29",-99.13132911,19.47677771,-99.12723835,19.48183707,"N",143,0.04,753,0.753,53,0.883333333
"100",165,"México DF Taxi Libre","22/04/2017 06:32","22/04/2017 06:32",-99.12507797,19.48454988,-99.12332571,19.48677736,"N",43,0.01,328,0.328,3,0.05
"101",167,"México DF Taxi Libre","22/04/2017 07:23","22/04/2017 07:40",-99.13359424,19.4312969,-99.10778104,19.44188261,"N",1050,0.29,4815,4.815,329,5.483333333
"102",168,"México DF Taxi Libre","22/04/2017 08:02","22/04/2017 08:05",-99.12546966,19.42665853,-99.1330611,19.4260298,"N",207,0.06,965,0.965,61,1.016666667
"103",169,"México DF Taxi Libre","22/04/2017 08:13","22/04/2017 08:23",-99.13662022,19.43122838,-99.12772033,19.45183608,"N",626,0.17,3094,3.094,182,3.033333333
"104",170,"México DF Taxi de Sitio","22/04/2017 08:23","22/04/2017 08:31",-99.17240687,19.41177933,-99.17490142,19.40022184,"N",483,0.13,1811,1.811,169,2.816666667
"105",172,"México DF Taxi Libre","22/04/2017 09:10","22/04/2017 09:20",-99.19737293,19.40599149,-99.187874,19.40221998,"N",548,0.15,2084,2.084,302,5.033333333
"106",173,"México DF Taxi Libre","22/04/2017 09:34","22/04/2017 09:42",-99.1372586,19.42715868,-99.14443678,19.43344274,"N",499,0.14,1090,1.09,44,0.733333333
"107",174,"México DF Taxi Libre","22/04/2017 09:54","22/04/2017 10:04",-99.13328704,19.43190872,-99.1152006,19.4389756,"N",591,0.16,3239,3.239,169,2.816666667
"108",175,"México DF Taxi Libre","22/04/2017 09:56","22/04/2017 10:07",-99.10266507,19.46709488,-99.0797151,19.47712592,"N",632,0.18,3948,3.948,103,1.716666667
"109",177,"México DF Taxi Libre","22/04/2017 10:15","22/04/2017 10:23",-99.1373291,19.42741716,-99.14722175,19.42881647,"N",482,0.13,1852,1.852,223,3.716666667
"110",178,"México DF Radio Taxi","22/04/2017 10:06","22/04/2017 10:27",-99.30826266,19.353969,-99.31838284,19.3521174,"N",1283,0.36,2437,2.437,8,0.133333333
"111",179,"México DF Taxi Libre","22/04/2017 10:24","22/04/2017 10:34",-99.19036128,19.43882505,-99.20244982,19.4518418,"N",597,0.17,4047,4.047,91,1.516666667
"112",181,"México DF Taxi Libre","22/04/2017 10:47","22/04/2017 11:01",-99.19738348,19.40600732,-99.18368597,19.43949677,"N",799,0.22,5413,5.413,64,1.066666667
"113",183,"México DF Taxi de Sitio","22/04/2017 10:34","22/04/2017 11:05",-99.17259841,19.41171405,-99.11927194,19.39446817,"N",1875,0.52,9676,9.676,391,6.516666667
"114",184,"México DF Taxi de Sitio","22/04/2017 11:01","22/04/2017 11:08",-99.18360226,19.43841063,-99.19774262,19.40869667,"N",418,0.12,5303,5.303,36,0.6
"115",185,"México DF Taxi de Sitio","22/04/2017 11:10","22/04/2017 11:27",-99.19729848,19.40563408,-99.19703812,19.4053794,"N",1018,0.28,7892,7.892,135,2.25
"116",187,"México DF Taxi de Sitio","22/04/2017 11:35","22/04/2017 11:51",-99.1972484,19.40599886,-99.20905356,19.3902434,"N",995,0.28,7141,7.141,126,2.1
"117",189,"México DF Taxi de Sitio","22/04/2017 11:58","23/04/2017 12:18",-99.17227196,19.41186784,-99.17204196,19.41156466,"N",1204,0.33,6045,6.045,523,8.716666667
"118",191,"México DF Taxi Libre","23/04/2017 08:57","23/04/2017 09:08",-99.14046868,19.30195668,-99.14949768,19.31120134,"N",682,0.19,2879,2.879,203,3.383333333
"119",193,"México DF Taxi Libre","23/04/2017 10:15","23/04/2017 10:35",-99.14025628,19.30221463,-99.124201,19.26002568,"N",1180,0.33,6807,6.807,238,3.966666667
"120",194,"México DF Taxi de Sitio","23/04/2017 10:31","23/04/2017 10:49",-99.31202112,19.31228841,-99.30384743,19.35464345,"N",1115,0.31,8374,8.374,184,3.066666667
"121",195,"México DF Taxi Libre","23/04/2017 11:39","23/04/2017 12:12",-99.140235,19.3022517,-99.15191432,19.31508764,"N",2010,0.56,3542,3.542,158,2.633333333
"122",196,"México DF Radio Taxi","23/04/2017 01:39","23/04/2017 01:40",-99.17221785,19.41191807,-99.17228703,19.41213628,"N",79,0.02,52,0.052,28,0.466666667
"123",197,"México DF Taxi Libre","23/04/2017 12:12","23/04/2017 12:35",-99.140215,19.30229,-99.11546866,19.26657398,"N",1375,0.38,7678,7.678,341,5.683333333
"124",200,"México DF Taxi Libre","23/04/2017 03:54","23/04/2017 04:23",-99.140204,19.30222732,-99.1400867,19.3022967,"N",1789,0.5,6833,6.833,399,6.65
"125",201,"México DF Radio Taxi","23/04/2017 04:08","23/04/2017 04:27",-99.1818729,19.4112636,-99.16008272,19.39028297,"N",1162,0.32,3648,3.648,20,0.333333333
"126",202,"México DF Taxi Libre","23/04/2017 04:29","23/04/2017 05:02",-99.1400867,19.3022967,-99.15215934,19.31952636,"N",1956,0.54,7738,7.738,550,9.166666667
"127",203,"México DF Taxi Libre","23/04/2017 04:57","23/04/2017 05:07",-99.13366902,19.42625492,-99.15150657,19.42381401,"N",607,0.17,2159,2.159,185,3.083333333
"128",205,"México DF Taxi Libre","23/04/2017 05:15","23/04/2017 05:33",-99.13453263,19.42499909,-99.12995152,19.43805629,"N",1104,0.31,3402,3.402,332,5.533333333
"129",208,"México DF Taxi de Sitio","23/04/2017 07:49","23/04/2017 07:50",-99.1597967,19.42629,-99.16049183,19.4272518,"N",44,0.01,152,0.152,23,0.383333333
"130",209,"México DF Taxi Libre","23/04/2017 07:51","23/04/2017 07:53",-99.16076057,19.42812202,-99.15694034,19.43613764,"N",157,0.04,1131,1.131,23,0.383333333
"131",210,"México DF Taxi Libre","23/04/2017 07:54","23/04/2017 07:56",-99.15691366,19.436352,-99.15307816,19.43593651,"N",133,0.04,479,0.479,0,0
"132",211,"México DF Taxi Libre","23/04/2017 07:56","23/04/2017 07:56",-99.15305668,19.43641268,-99.15317668,19.43656466,"N",12,0,24,0.024,0,0
"133",212,"México DF Taxi Libre","23/04/2017 07:57","23/04/2017 07:58",-99.15370382,19.43660032,-99.1573309,19.43643332,"N",62,0.02,423,0.423,6,0.1
"134",213,"México DF Taxi Libre","23/04/2017 07:58","23/04/2017 07:59",-99.15737299,19.4363826,-99.159813,19.43468414,"N",95,0.03,430,0.43,41,0.683333333
"135",214,"México DF Taxi Libre","23/04/2017 08:00","23/04/2017 08:25",-99.16020844,19.43468128,-99.183922,19.37631968,"N",1496,0.42,9879,9.879,425,7.083333333
"136",216,"México DF Taxi Libre","23/04/2017 09:52","23/04/2017 09:56",-99.15306613,19.44819282,-99.15350044,19.45421968,"N",190,0.05,1190,1.19,37,0.616666667
"137",218,"México DF Taxi de Sitio","23/04/2017 11:05","23/04/2017 11:05",-99.13236852,19.42588323,-99.13284266,19.42595098,"N",20,0.01,56,0.056,5,0.083333333
"138",219,"México DF Taxi de Sitio","23/04/2017 11:07","23/04/2017 11:13",-99.141805,19.4268783,-99.166686,19.425232,"N",406,0.11,3003,3.003,143,2.383333333
"139",220,"México DF Taxi de Sitio","23/04/2017 11:19","23/04/2017 11:35",-99.16199368,19.42576625,-99.09264968,19.43825539,"N",916,0.25,9610,9.61,166,2.766666667
"140",221,"México DF Taxi de Sitio","23/04/2017 11:44","23/04/2017 11:48",-99.11868343,19.41691185,-99.10935802,19.41331798,"N",223,0.06,1414,1.414,72,1.2
"141",222,"México DF Taxi Libre","24/04/2017 07:27","24/04/2017 07:27",-99.21166008,19.32868106,-99.21156603,19.32886598,"N",15,0,24,0.024,4,0.066666667
"142",223,"México DF Taxi Libre","24/04/2017 07:41","24/04/2017 07:46",-99.19730081,19.40601941,-99.18773228,19.4022172,"N",309,0.09,1936,1.936,69,1.15
"143",224,"México DF Radio Taxi","24/04/2017 07:45","24/04/2017 08:03",-99.15743164,19.42738803,-99.17257592,19.40913976,"N",1088,0.3,2876,2.876,135,2.25
"144",225,"México DF Taxi Libre","24/04/2017 07:51","24/04/2017 08:10",-99.19734752,19.40582846,-99.19023419,19.33812795,"N",1159,0.32,10556,10.556,56,0.933333333
"145",226,"México DF Radio Taxi","24/04/2017 08:12","24/04/2017 08:16",-99.1712587,19.40819063,-99.17147059,19.40822893,"N",200,0.06,90,0.09,74,1.233333333
"146",229,"México DF UberX","24/04/2017 10:30","24/04/2017 10:33",-98.99882149,19.41574301,-99.0141207,19.42075432,"N",161,0.04,1922,1.922,23,0.383333333
"147",230,"México DF Taxi de Sitio","24/04/2017 10:37","24/04/2017 10:54",-99.01423138,19.42018024,-98.98534034,19.39873532,"N",1072,0.3,5221,5.221,512,8.533333333
"148",233,"México DF Taxi Libre","24/04/2017 12:48","24/04/2017 12:55",-99.14259334,19.30235166,-99.15464132,19.29448266,"N",399,0.11,2911,2.911,77,1.283333333
"149",234,"México DF Taxi de Sitio","24/04/2017 12:56","24/04/2017 01:06",-99.18203689,19.36596006,-99.18317482,19.36660036,"N",587,0.16,1736,1.736,271,4.516666667
"150",236,"México DF Taxi Libre","24/04/2017 01:59","24/04/2017 02:03",-99.14214,19.303895,-99.13879225,19.30307475,"N",234,0.07,545,0.545,112,1.866666667
"151",237,"México DF Taxi Libre","24/04/2017 08:07","24/04/2017 08:20",-99.30151149,19.35734127,-99.3002717,19.35688,"N",752,0.21,2145,2.145,328,5.466666667
"152",238,"México DF Radio Taxi","24/04/2017 03:07","24/04/2017 03:18",-99.29685115,19.36163927,-99.29745719,19.35165266,"N",651,0.18,2042,2.042,232,3.866666667
"153",240,"México DF Taxi Libre","24/04/2017 03:17","24/04/2017 03:34",-99.29280903,19.36506294,-99.32049234,19.35397366,"N",992,0.28,5672,5.672,78,1.3
"154",241,"México DF Taxi de Sitio","24/04/2017 04:01","24/04/2017 04:14",-99.17096441,19.41436206,-99.1508159,19.41590972,"N",781,0.22,2659,2.659,326,5.433333333
"155",244,"México DF Taxi Libre","24/04/2017 04:43","24/04/2017 04:55",-99.1401067,19.3022717,-99.12436268,19.31103932,"N",746,0.21,3240,3.24,216,3.6
"156",245,"México DF Taxi Libre","24/04/2017 05:25","24/04/2017 05:37",-99.1400767,19.30225,-99.14671466,19.31576132,"N",768,0.21,3234,3.234,232,3.866666667
