"","id","vendor_id","pickup_datetime","dropoff_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","store_and_fwd_flag","trip_duration","trip_duration_hrs","dist_meters","dist_km","wait_sec","wait_min"
"1455",2565,"México DF UberX","30/10/2016 05:48","30/10/2016 05:50",-99.06941116,19.3323562,-99.06949694,19.3319716,"N",137,0.04,535,0.535,6,0.1
"1456",2568,"México DF Radio Taxi","30/10/2016 06:17","30/10/2016 06:44",-99.1799984,19.3701541,-99.24197819,19.33804718,"N",1632,0.45,10327,10.327,381,6.35
"1457",2570,"México DF Taxi de Sitio","30/10/2016 07:22","30/10/2016 07:37",-99.0867265,19.39410673,-99.10259844,19.37324034,"N",873,0.24,4542,4.542,316,5.266666667
"1458",2572,"México DF Taxi de Sitio","30/10/2016 07:37","30/10/2016 07:52",-99.10260457,19.37321147,-99.08433754,19.36089828,"N",890,0.25,6097,6.097,224,3.733333333
"1459",2573,"México DF Radio Taxi","30/10/2016 07:51","30/10/2016 08:07",-99.1799984,19.3701541,-99.21077918,19.34396622,"N",973,0.27,6092,6.092,257,4.283333333
"1460",2574,"México DF Taxi de Sitio","30/10/2016 10:22","30/10/2016 10:37",-99.0597006,19.3072443,-99.04291924,19.31005334,"N",853,0.24,3587,3.587,342,5.7
"1461",2576,"México DF Taxi Libre","31/10/2016 06:47","31/10/2016 06:57",-99.114808,19.25443348,-99.12245486,19.24697202,"N",581,0.16,1625,1.625,238,3.966666667
"1462",2577,"México DF Taxi Libre","31/10/2016 06:57","31/10/2016 07:06",-99.12208448,19.24771943,-99.10519524,19.25341389,"N",574,0.16,2871,2.871,90,1.5
"1463",2578,"México DF Taxi Libre","31/10/2016 07:13","31/10/2016 07:19",-99.0940057,19.25258961,-99.09496073,19.24221252,"N",347,0.1,1476,1.476,74,1.233333333
"1464",2579,"México DF Taxi Libre","31/10/2016 07:18","31/10/2016 07:30",-99.17051451,19.28355072,-99.1583013,19.29347142,"N",760,0.21,2540,2.54,342,5.7
"1465",2582,"México DF Taxi Libre","31/10/2016 07:37","31/10/2016 07:44",-99.09360719,19.24472284,-99.10221451,19.25494108,"N",431,0.12,2398,2.398,305,5.083333333
"1466",2583,"México DF Taxi Libre","31/10/2016 07:47","31/10/2016 07:52",-99.09608385,19.25354235,-99.10278715,19.25691565,"N",287,0.08,1461,1.461,70,1.166666667
"1467",2584,"México DF Taxi Libre","31/10/2016 07:43","31/10/2016 07:59",-99.18635192,19.37163597,-99.20343527,19.38042985,"N",928,0.26,2305,2.305,134,2.233333333
"1468",2585,"México DF Taxi Libre","31/10/2016 08:00","31/10/2016 08:13",-99.20346504,19.38038986,-99.20225778,19.37729961,"N",765,0.21,697,0.697,108,1.8
"1469",2586,"México DF Taxi Libre","31/10/2016 07:57","31/10/2016 08:15",-99.0979987,19.2539655,-99.04078127,19.25600033,"N",1065,0.3,8470,8.47,166,2.766666667
"1470",2587,"México DF Taxi Libre","31/10/2016 08:17","31/10/2016 08:21",-99.03803238,19.25858737,-99.0320611,19.25947752,"N",261,0.07,1113,1.113,36,0.6
"1471",2588,"México DF Taxi Libre","31/10/2016 08:08","31/10/2016 08:34",-99.1957497,19.34196104,-99.25551053,19.33288054,"N",1545,0.43,7039,7.039,300,5
"1472",2589,"México DF Taxi Libre","31/10/2016 08:43","31/10/2016 08:57",-99.07400746,19.24710621,-99.1074252,19.25619706,"N",836,0.23,4216,4.216,208,3.466666667
"1473",2590,"México DF Taxi Libre","31/10/2016 09:02","31/10/2016 09:13",-99.10090425,19.24964707,-99.09352705,19.24490345,"N",704,0.2,3161,3.161,255,4.25
"1474",2591,"México DF Taxi Libre","31/10/2016 09:17","31/10/2016 09:27",-99.09715129,19.24211692,-99.09748885,19.23333839,"N",591,0.16,1959,1.959,175,2.916666667
"1475",2592,"México DF Taxi Libre","31/10/2016 09:27","31/10/2016 09:35",-99.0974452,19.2333418,-99.08972616,19.23017764,"N",511,0.14,1854,1.854,82,1.366666667
"1476",2594,"México DF Taxi Libre","31/10/2016 09:55","31/10/2016 10:07",-99.09455738,19.24219549,-99.09856052,19.24258402,"N",723,0.2,3165,3.165,183,3.05
"1477",2595,"México DF Taxi Libre","31/10/2016 10:18","31/10/2016 10:27",-99.09243332,19.24224396,-99.09560027,19.24463752,"N",559,0.16,2423,2.423,250,4.166666667
"1478",2596,"México DF Taxi Libre","31/10/2016 10:28","31/10/2016 10:46",-99.09687417,19.24485208,-99.10495044,19.25739393,"N",1077,0.3,5318,5.318,360,6
"1479",2599,"México DF Taxi Libre","31/10/2016 11:45","31/10/2016 11:54",-99.09471226,19.26357433,-99.09914344,19.25438085,"N",573,0.16,2285,2.285,191,3.183333333
"1480",2600,"México DF Taxi Libre","31/10/2016 11:54","31/10/2016 11:57",-99.09876428,19.25421016,-99.09475954,19.25270945,"N",173,0.05,822,0.822,34,0.566666667
"1481",2601,"México DF Taxi Libre","31/10/2016 12:18","31/10/2016 12:22",-99.09727615,19.24191307,-99.10238501,19.24589016,"N",252,0.07,924,0.924,135,2.25
"1482",2602,"México DF Taxi Libre","31/10/2016 12:51","31/10/2016 12:55",-99.09689575,19.24213793,-99.09722211,19.24193354,"N",246,0.07,47,0.047,10,0.166666667
"1483",2604,"México DF Taxi Libre","31/10/2016 01:44","31/10/2016 01:50",-99.09447588,19.24219597,-99.09641864,19.24223123,"N",306,0.09,222,0.222,30,0.5
"1484",2606,"México DF Taxi de Sitio","31/10/2016 02:02","31/10/2016 02:27",-99.06115979,19.3068362,-99.04985768,19.30765422,"N",1492,0.41,5792,5.792,390,6.5
"1485",2608,"México DF Taxi de Sitio","31/10/2016 02:41","31/10/2016 02:55",-99.06050682,19.30733867,-99.03116994,19.28676684,"N",851,0.24,5313,5.313,143,2.383333333
"1486",2609,"México DF Taxi de Sitio","31/10/2016 02:57","31/10/2016 02:59",-99.03145002,19.28575967,-99.0361978,19.285916,"N",109,0.03,530,0.53,1,0.016666667
"1487",2610,"México DF Radio Taxi","31/10/2016 03:14","31/10/2016 03:21",-99.17739967,19.3732934,-99.17141798,19.37519854,"N",452,0.13,1934,1.934,232,3.866666667
"1488",2614,"México DF Taxi Libre","31/10/2016 05:50","31/10/2016 05:59",-99.09311432,19.24595456,-99.07058762,19.25257709,"N",554,0.15,3644,3.644,134,2.233333333
"1489",2615,"México DF Taxi Libre","31/10/2016 05:59","31/10/2016 06:03",-99.07005593,19.25226581,-99.06468935,19.25654094,"N",240,0.07,870,0.87,91,1.516666667
"1490",2616,"México DF Taxi Libre","31/10/2016 06:09","31/10/2016 06:09",-99.06588646,19.25533734,-99.06611545,19.25481581,"N",43,0.01,118,0.118,220,3.666666667
"1491",2618,"México DF Taxi de Sitio","31/10/2016 07:11","31/10/2016 07:20",-99.17983913,19.43870425,-99.18626691,19.44811666,"N",520,0.14,1854,1.854,221,3.683333333
"1492",2620,"México DF Radio Taxi","31/10/2016 07:22","31/10/2016 07:29",-99.1791072,19.37358277,-99.1756054,19.3844307,"N",386,0.11,2268,2.268,144,2.4
"1493",2621,"México DF Radio Taxi","31/10/2016 08:35","31/10/2016 09:20",-99.18314015,19.37059807,-99.18407091,19.37647027,"N",2669,0.74,4334,4.334,269,4.483333333
"1494",2624,"México DF Taxi Libre","31/10/2016 06:17","31/10/2016 06:39",-99.06640137,19.25386988,-99.06774305,19.24293857,"N",1336,0.37,4948,4.948,436,7.266666667
"1495",2625,"México DF Taxi Libre","01/11/2016 06:35","01/11/2016 06:49",-99.10077472,19.24303029,-99.11407929,19.25754817,"N",841,0.23,4873,4.873,402,6.7
"1496",2626,"México DF Taxi Libre","01/11/2016 07:02","01/11/2016 07:15",-99.09725025,19.24193864,-99.1073463,19.25932787,"N",757,0.21,3882,3.882,221,3.683333333
"1497",2627,"México DF Taxi Libre","01/11/2016 07:32","01/11/2016 07:44",-99.09185707,19.24192331,-99.05944406,19.25523529,"N",736,0.2,6151,6.151,100,1.666666667
"1498",2628,"México DF Taxi Libre","01/11/2016 07:48","01/11/2016 08:01",-99.07115122,19.25007513,-99.07385043,19.24283944,"N",793,0.22,1166,1.166,27,0.45
"1499",2629,"México DF Taxi Libre","01/11/2016 08:01","01/11/2016 08:29",-99.08615737,19.24726322,-99.12660009,19.22175646,"N",1641,0.46,7779,7.779,527,8.783333333
"1500",2630,"México DF Taxi Libre","01/11/2016 08:41","01/11/2016 08:54",-99.11093192,19.24313071,-99.12504092,19.2557816,"N",796,0.22,3578,3.578,380,6.333333333
"1501",2633,"México DF Taxi de Sitio","01/11/2016 01:06","01/11/2016 01:24",-99.0599688,19.3060778,-99.01284224,19.28616266,"N",1071,0.3,6599,6.599,411,6.85
"1502",2634,"México DF Taxi Libre","01/11/2016 01:31","01/11/2016 01:31",-99.11521396,19.23736263,-99.11501674,19.2370996,"N",26,0.01,77,0.077,16,0.266666667
"1503",2635,"México DF Taxi Libre","01/11/2016 01:43","01/11/2016 01:56",-99.0603687,19.3075013,-99.0567055,19.29727296,"N",788,0.22,3967,3.967,171,2.85
"1504",2636,"México DF Radio Taxi","31/10/2016 10:21","31/10/2016 10:32",-99.1799984,19.3701541,-99.20764731,19.37455192,"N",672,0.19,3563,3.563,360,6
"1505",2639,"México DF Taxi de Sitio","01/11/2016 02:40","01/11/2016 02:49",-99.17967944,19.4386086,-99.19321657,19.44133465,"N",545,0.15,1763,1.763,346,5.766666667
"1506",2641,"México DF Taxi Libre","01/11/2016 03:08","01/11/2016 03:23",-99.06034479,19.30758736,-99.05881442,19.30420582,"N",915,0.25,3743,3.743,401,6.683333333
"1507",2642,"México DF Taxi de Sitio","01/11/2016 03:40","01/11/2016 03:49",-99.17954039,19.43865531,-99.15781784,19.43868551,"N",509,0.14,3232,3.232,105,1.75
"1508",2643,"México DF UberX","01/11/2016 03:49","01/11/2016 03:50",-99.08521239,19.43760502,-99.08499883,19.43771299,"N",64,0.02,35,0.035,101,1.683333333
"1509",2646,"México DF Radio Taxi","01/11/2016 04:57","01/11/2016 05:08",-99.17919022,19.37138031,-99.16016791,19.37817344,"N",658,0.18,2955,2.955,283,4.716666667
"1510",2648,"México DF Taxi de Sitio","01/11/2016 05:16","01/11/2016 05:25",-99.17955587,19.438654,-99.17301137,19.43340791,"N",491,0.14,1161,1.161,250,4.166666667
"1511",2649,"México DF Taxi Libre","01/11/2016 05:43","01/11/2016 05:57",-99.06967471,19.18439132,-99.05071538,19.19982194,"N",887,0.25,5955,5.955,147,2.45
"1512",2650,"México DF Taxi Libre","01/11/2016 05:59","01/11/2016 06:01",-99.0496429,19.19762769,-99.05084256,19.19401614,"N",117,0.03,572,0.572,22,0.366666667
"1513",2651,"México DF Taxi Libre","01/11/2016 06:05","01/11/2016 06:08",-99.05277766,19.19010178,-99.04986218,19.19492643,"N",176,0.05,1145,1.145,27,0.45
"1514",2652,"México DF Taxi Libre","01/11/2016 06:11","01/11/2016 06:22",-99.06816687,19.18445171,-99.07084108,19.18514487,"N",624,0.17,1700,1.7,185,3.083333333
"1515",2654,"México DF UberX","01/11/2016 06:30","01/11/2016 06:31",-99.14258402,19.37832468,-99.13287361,19.3773143,"N",46,0.01,1094,1.094,137,2.283333333
"1516",2655,"México DF Taxi Libre","01/11/2016 06:22","01/11/2016 06:35",-99.06995144,19.18442032,-99.04519208,19.20258165,"N",768,0.21,5711,5.711,62,1.033333333
"1517",2658,"México DF Taxi Libre","01/11/2016 08:09","01/11/2016 08:15",-99.05808795,19.24952815,-99.05475114,19.25200982,"N",368,0.1,801,0.801,328,5.466666667
"1518",2660,"México DF Taxi Libre","01/11/2016 08:17","01/11/2016 08:27",-99.05451929,19.25353084,-99.04204769,19.24966892,"N",578,0.16,2427,2.427,184,3.066666667
"1519",2661,"México DF Taxi Libre","01/11/2016 08:35","01/11/2016 08:51",-99.04324353,19.25392228,-99.04313694,19.25413249,"N",988,0.27,3188,3.188,336,5.6
"1520",2663,"México DF Taxi de Sitio","01/11/2016 09:30","01/11/2016 09:45",-99.06085473,19.3073804,-99.0364615,19.29632172,"N",922,0.26,7488,7.488,297,4.95
"1521",2666,"México DF Taxi de Sitio","02/11/2016 02:28","02/11/2016 02:43",-99.10857382,19.32424186,-99.1458098,19.28508366,"N",909,0.25,8689,8.689,156,2.6
"1522",2668,"México DF Taxi Libre","02/11/2016 06:26","02/11/2016 06:29",-99.09353472,19.24494666,-99.0971639,19.2420004,"N",196,0.05,550,0.55,32,0.533333333
"1523",2669,"México DF Taxi Libre","02/11/2016 06:32","02/11/2016 06:42",-99.09324052,19.23723874,-99.10743364,19.25884776,"N",581,0.16,3886,3.886,87,1.45
"1524",2671,"México DF Taxi de Sitio","02/11/2016 08:34","02/11/2016 08:53",-99.12713897,19.36378512,-99.13992722,19.40442622,"N",1123,0.31,7038,7.038,454,7.566666667
"1525",2672,"México DF Taxi Libre","02/11/2016 08:58","02/11/2016 09:17",-99.13994915,19.40443643,-99.14958096,19.45880636,"N",1166,0.32,7102,7.102,237,3.95
"1526",2673,"México DF Taxi Libre","02/11/2016 09:38","02/11/2016 09:39",-99.07175966,19.25115241,-99.0718349,19.2511777,"N",37,0.01,28,0.028,33,0.55
"1527",2674,"México DF UberBlack","02/11/2016 09:52","02/11/2016 09:53",-99.07193533,19.25111161,-99.07176468,19.25118666,"N",88,0.02,24,0.024,76,1.266666667
"1528",2675,"México DF Taxi Libre","02/11/2016 09:53","02/11/2016 09:54",-99.07172329,19.25115229,-99.07168731,19.25117638,"N",43,0.01,37,0.037,28,0.466666667
"1529",2679,"México DF Radio Taxi","02/11/2016 01:14","02/11/2016 01:22",-99.17993632,19.37045715,-99.1953686,19.36583822,"N",464,0.13,3238,3.238,132,2.2
"1530",2680,"México DF Taxi de Sitio","02/11/2016 01:29","02/11/2016 01:33",-99.17950229,19.43860734,-99.17429855,19.44301631,"N",230,0.06,1064,1.064,141,2.35
"1531",2681,"México DF Taxi Libre","02/11/2016 01:15","02/11/2016 01:24",-99.07265407,19.24832638,-99.08791558,19.25129796,"N",531,0.15,2369,2.369,271,4.516666667
"1532",2682,"México DF Taxi Libre","02/11/2016 01:41","02/11/2016 01:49",-99.09790445,19.21837925,-99.10153969,19.21051217,"N",521,0.14,1439,1.439,297,4.95
"1533",2683,"México DF Taxi Libre","02/11/2016 01:51","02/11/2016 01:55",-99.10155656,19.21106491,-99.10155818,19.21771206,"N",233,0.06,1197,1.197,32,0.533333333
"1534",2685,"México DF Taxi Libre","02/11/2016 02:04","02/11/2016 02:12",-99.09806842,19.1999331,-99.0929727,19.18502362,"N",501,0.14,2400,2.4,102,1.7
"1535",2686,"México DF Taxi de Sitio","02/11/2016 02:12","02/11/2016 02:26",-99.17905127,19.44071959,-99.20414058,19.47314508,"N",839,0.23,5888,5.888,138,2.3
"1536",2687,"México DF Radio Taxi","02/11/2016 02:58","02/11/2016 03:09",-99.1728312,19.36505829,-99.2019292,19.36815678,"N",621,0.17,5152,5.152,31,0.516666667
"1537",2688,"México DF Taxi de Sitio","02/11/2016 02:12","02/11/2016 02:26",-99.17905127,19.44071959,-99.20414058,19.47314508,"N",839,0.23,5888,5.888,138,2.3
"1538",2689,"México DF Taxi de Sitio","02/11/2016 03:29","02/11/2016 03:45",-99.17958505,19.43857364,-99.15574424,19.4186676,"N",964,0.27,4858,4.858,473,7.883333333
"1539",2690,"México DF Radio Taxi","02/11/2016 03:41","02/11/2016 03:52",-99.18014808,19.3701756,-99.17575792,19.39495466,"N",684,0.19,5247,5.247,262,4.366666667
"1540",2691,"México DF Taxi Libre","02/11/2016 04:29","02/11/2016 04:30",-99.06220163,19.18566639,-99.06036528,19.18529138,"N",54,0.02,229,0.229,19,0.316666667
"1541",2692,"México DF Taxi Libre","02/11/2016 04:35","02/11/2016 04:45",-99.07117228,19.18440698,-99.0927515,19.18570716,"N",636,0.18,3420,3.42,191,3.183333333
"1542",2693,"México DF Radio Taxi","02/11/2016 04:55","02/11/2016 05:07",-99.18001547,19.37015323,-99.18525423,19.39940331,"N",718,0.2,6571,6.571,130,2.166666667
"1543",2694,"México DF Taxi Libre","02/11/2016 05:09","02/11/2016 05:16",-99.07194193,19.17841973,-99.06619608,19.18562868,"N",411,0.11,1430,1.43,109,1.816666667
"1544",2695,"México DF Taxi Libre","02/11/2016 05:17","02/11/2016 05:25",-99.06827017,19.18640986,-99.072605,19.18780358,"N",513,0.14,2129,2.129,75,1.25
"1545",2696,"México DF Taxi Libre","02/11/2016 05:26","02/11/2016 05:30",-99.07377322,19.18642136,-99.07568248,19.19160192,"N",203,0.06,843,0.843,23,0.383333333
"1546",2702,"México DF Radio Taxi","02/11/2016 09:00","02/11/2016 09:14",-99.18134789,19.36640347,-99.17987018,19.37011966,"N",851,0.24,3114,3.114,462,7.7
"1547",2705,"México DF Taxi Libre","02/11/2016 09:50","02/11/2016 09:57",-99.07070308,19.25052033,-99.05470234,19.24960515,"N",431,0.12,2315,2.315,40,0.666666667
"1548",2706,"México DF Taxi Libre","02/11/2016 10:18","02/11/2016 10:23",-99.05668937,19.24929214,-99.07437765,19.24697025,"N",281,0.08,2719,2.719,33,0.55
"1549",2709,"México DF Taxi Libre","03/11/2016 05:16","03/11/2016 05:35",-99.09075652,19.24779261,-99.09426228,19.24842604,"N",1169,0.32,492,0.492,93,1.55
"1550",2710,"México DF Taxi Libre","03/11/2016 05:35","03/11/2016 05:47",-99.08875643,19.23887698,-99.10738294,19.25920856,"N",721,0.2,4529,4.529,107,1.783333333
"1551",2711,"México DF Taxi Libre","03/11/2016 06:00","03/11/2016 06:14",-99.08924795,19.2391434,-99.10595359,19.26090519,"N",868,0.24,4645,4.645,89,1.483333333
"1552",2712,"México DF Taxi Libre","03/11/2016 06:27","03/11/2016 06:49",-99.09471152,19.23784845,-99.1082431,19.25958246,"N",1334,0.37,7278,7.278,498,8.3
"1553",2713,"México DF Taxi Libre","03/11/2016 06:50","03/11/2016 06:55",-99.11244563,19.26146548,-99.11846144,19.26674237,"N",277,0.08,2636,2.636,35,0.583333333
"1554",2715,"México DF Taxi Libre","03/11/2016 07:14","03/11/2016 07:45",-99.09352709,19.242304,-99.09959762,19.25232322,"N",1838,0.51,7412,7.412,317,5.283333333
"1555",2716,"México DF Taxi Libre","03/11/2016 07:45","03/11/2016 07:54",-99.09350463,19.24278979,-99.10704272,19.2561396,"N",524,0.15,2786,2.786,150,2.5
"1556",2717,"México DF Taxi Libre","03/11/2016 08:23","03/11/2016 08:25",-99.09205307,19.24195725,-99.09267293,19.24268823,"N",112,0.03,115,0.115,86,1.433333333
"1557",2718,"México DF Taxi Libre","03/11/2016 08:30","03/11/2016 08:38",-99.101393,19.2452248,-99.0935107,19.24232228,"N",495,0.14,1186,1.186,360,6
"1558",2719,"México DF Taxi Libre","03/11/2016 08:38","03/11/2016 08:44",-99.0935281,19.2423029,-99.08970004,19.24001696,"N",375,0.1,1635,1.635,127,2.116666667
"1559",2720,"México DF Taxi Libre","03/11/2016 08:46","03/11/2016 08:51",-99.09088774,19.24110079,-99.08627372,19.24932831,"N",326,0.09,1597,1.597,43,0.716666667
"1560",2722,"México DF Taxi Libre","03/11/2016 09:15","03/11/2016 09:19",-99.09550549,19.24229072,-99.10183364,19.24379266,"N",245,0.07,1042,1.042,39,0.65
"1561",2726,"México DF Taxi de Sitio","03/11/2016 12:02","03/11/2016 12:19",-99.06050791,19.30745863,-99.07247874,19.32633926,"N",1027,0.29,4322,4.322,319,5.316666667
"1562",2727,"México DF Taxi Libre","03/11/2016 12:37","03/11/2016 12:44",-99.09353147,19.24338554,-99.10751048,19.24486536,"N",387,0.11,2152,2.152,41,0.683333333
"1563",2728,"México DF Taxi de Sitio","03/11/2016 12:43","03/11/2016 12:52",-99.06051377,19.30725124,-99.04167504,19.29942062,"N",532,0.15,2667,2.667,238,3.966666667
"1564",2729,"México DF Taxi de Sitio","03/11/2016 01:15","03/11/2016 01:26",-99.06058107,19.30651142,-99.03783702,19.29502166,"N",666,0.19,3353,3.353,287,4.783333333
"1565",2730,"México DF Taxi de Sitio","03/11/2016 01:45","03/11/2016 02:05",-99.06038719,19.30750363,-99.06029254,19.3075476,"N",1192,0.33,5475,5.475,349,5.816666667
"1566",2732,"México DF Taxi de Sitio","03/11/2016 02:07","03/11/2016 02:45",-99.06029245,19.30748252,-99.00712286,19.2515314,"N",2315,0.64,9118,9.118,273,4.55
"1567",2734,"México DF Radio Taxi","03/11/2016 02:35","03/11/2016 03:15",-99.1800061,19.37014553,-99.18871961,19.35855042,"N",2418,0.67,2647,2.647,456,7.6
"1568",2735,"México DF Taxi de Sitio","03/11/2016 03:30","03/11/2016 03:52",-99.06043774,19.30754312,-99.00801144,19.29580632,"N",1321,0.37,8055,8.055,449,7.483333333
"1569",2736,"México DF Taxi de Sitio","03/11/2016 04:15","03/11/2016 04:27",-99.06028982,19.30757364,-99.06680682,19.30837046,"N",727,0.2,3037,3.037,247,4.116666667
"1570",2737,"México DF Taxi de Sitio","03/11/2016 04:44","03/11/2016 04:53",-99.06040027,19.30763314,-99.05098604,19.31233814,"N",552,0.15,2112,2.112,203,3.383333333
"1571",2738,"México DF Taxi de Sitio","03/11/2016 05:03","03/11/2016 05:28",-99.0602534,19.30755301,-99.00377496,19.2874031,"N",1506,0.42,7018,7.018,45,0.75
"1572",2741,"México DF Taxi Libre","03/11/2016 07:12","03/11/2016 07:27",-99.07694033,19.24628287,-99.07504769,19.24562137,"N",886,0.25,4246,4.246,273,4.55
"1573",2743,"México DF Taxi Libre","03/11/2016 07:35","03/11/2016 07:43",-99.0934164,19.24424996,-99.09290438,19.2341786,"N",463,0.13,1979,1.979,80,1.333333333
"1574",2747,"México DF Taxi de Sitio","03/11/2016 08:56","03/11/2016 09:17",-99.06042775,19.30765455,-99.10897474,19.33851288,"N",1263,0.35,8561,8.561,345,5.75
"1575",2748,"México DF Taxi Libre","03/11/2016 09:05","03/11/2016 09:28",-99.12394729,19.49787771,-99.13834417,19.50840555,"N",1357,0.38,2147,2.147,68,1.133333333
"1576",2749,"México DF Taxi de Sitio","03/11/2016 10:14","03/11/2016 10:23",-99.06055438,19.30739544,-99.04172348,19.29935246,"N",493,0.14,2843,2.843,155,2.583333333
"1577",2750,"México DF UberX","03/11/2016 10:26","03/11/2016 10:26",-99.0327317,19.29682832,-99.03083136,19.29721912,"N",25,0.01,217,0.217,0,0
"1578",2753,"México DF Radio Taxi","04/11/2016 01:13","04/11/2016 01:30",-99.18079536,19.37043994,-99.20688272,19.37265286,"N",1010,0.28,5852,5.852,319,5.316666667
"1579",2754,"México DF Taxi de Sitio","04/11/2016 06:41","04/11/2016 07:06",-99.1446992,19.49318294,-99.12940424,19.4363047,"N",1468,0.41,9745,9.745,439,7.316666667
"1580",2755,"México DF Taxi Libre","04/11/2016 07:38","04/11/2016 07:40",-99.1944984,19.46332288,-99.1945059,19.4632864,"N",92,0.03,30,0.03,198,3.3
"1581",2756,"México DF Taxi Libre","04/11/2016 07:54","04/11/2016 08:01",-99.19637365,19.46156112,-99.18976545,19.45988987,"N",422,0.12,2215,2.215,141,2.35
"1582",2758,"México DF Taxi Libre","04/11/2016 08:05","04/11/2016 08:14",-99.19641968,19.46160035,-99.19596784,19.46153072,"N",554,0.15,1995,1.995,228,3.8
"1583",2759,"México DF Taxi Libre","04/11/2016 08:19","04/11/2016 08:31",-99.19628935,19.46160256,-99.19304916,19.47810319,"N",724,0.2,3881,3.881,308,5.133333333
"1584",2761,"México DF Taxi de Sitio","04/11/2016 09:27","04/11/2016 09:43",-99.09554634,19.41579126,-99.12947774,19.42084102,"N",964,0.27,4766,4.766,384,6.4
"1585",2763,"México DF Taxi de Sitio","04/11/2016 09:49","04/11/2016 10:03",-99.06404677,19.33823512,-99.04745032,19.31696076,"N",796,0.22,3180,3.18,233,3.883333333
"1586",2764,"México DF Taxi Libre","04/11/2016 02:37","04/11/2016 02:40",-99.11396847,19.32318676,-99.11335997,19.33128317,"N",151,0.04,958,0.958,67,1.116666667
"1587",2767,"México DF Taxi de Sitio","04/11/2016 02:47","04/11/2016 02:56",-99.06075681,19.30692796,-99.05239794,19.29745826,"N",556,0.15,2575,2.575,210,3.5
"1588",2768,"México DF Taxi de Sitio","04/11/2016 03:17","04/11/2016 03:33",-99.06037416,19.30753776,-99.0636911,19.3057341,"N",965,0.27,4018,4.018,253,4.216666667
"1589",2769,"México DF Taxi de Sitio","04/11/2016 03:38","04/11/2016 03:45",-99.06048221,19.30732193,-99.0573325,19.30361306,"N",467,0.13,2115,2.115,189,3.15
"1590",2772,"México DF UberX","08/07/2016 07:48","08/07/2016 08:01",-99.20312826,19.38112823,-99.19017323,19.38260942,"N",782,0.22,2555,2.555,352,5.866666667
"1591",2773,"México DF UberX","08/07/2016 08:55","08/07/2016 09:07",-99.20346563,19.38054497,-99.19790448,19.38312049,"N",729,0.2,3111,3.111,276,4.6
"1592",2774,"México DF Taxi Libre","08/07/2016 09:12","08/07/2016 09:27",-99.20167693,19.38190576,-99.18559938,19.39115271,"N",944,0.26,2824,2.824,482,8.033333333
"1593",2775,"México DF Taxi Libre","07/07/2016 08:25","07/07/2016 08:41",-99.20502396,19.36683106,-99.18823954,19.3765776,"N",934,0.26,3430,3.43,343,5.716666667
"1594",2776,"México DF Taxi Libre","08/07/2016 09:41","08/07/2016 09:52",-99.20501074,19.36685701,-99.18022918,19.39238956,"N",618,0.17,4867,4.867,98,1.633333333
"1595",2777,"México DF Taxi de Sitio","08/07/2016 09:49","08/07/2016 09:58",-99.19038777,19.48399115,-99.18692688,19.4786571,"N",540,0.15,1791,1.791,261,4.35
"1596",2778,"México DF Taxi Libre","08/07/2016 09:43","08/07/2016 10:01",-99.20401312,19.38042256,-99.20351793,19.38029337,"N",1084,0.3,4259,4.259,133,2.216666667
"1597",2779,"México DF Taxi Libre","08/07/2016 10:10","08/07/2016 10:19",-99.20276827,19.38130186,-99.19899788,19.39053212,"N",546,0.15,2167,2.167,221,3.683333333
"1598",2780,"México DF Taxi Libre","08/07/2016 10:24","08/07/2016 10:28",-99.19942474,19.38351392,-99.19955772,19.38307822,"N",185,0.05,55,0.055,159,2.65
"1599",2781,"México DF Taxi Libre","08/07/2016 10:43","08/07/2016 10:58",-99.20350872,19.38066961,-99.23295115,19.34757627,"N",896,0.25,7441,7.441,177,2.95
"1600",2782,"México DF Taxi Libre","08/07/2016 11:55","08/07/2016 12:15",-99.20341683,19.38090707,-99.1986297,19.40285346,"N",1169,0.32,5609,5.609,447,7.45
"1601",2785,"México DF Taxi Libre","08/07/2016 03:51","08/07/2016 03:52",-99.20348746,19.38039817,-99.20190279,19.3817963,"N",69,0.02,260,0.26,74,1.233333333
"1602",2786,"México DF Radio Taxi","08/07/2016 03:39","08/07/2016 03:53",-99.17600561,19.41571556,-99.1686761,19.40696112,"N",879,0.24,1641,1.641,540,9
"1603",2787,"México DF Taxi Libre","08/07/2016 03:52","08/07/2016 04:06",-99.20067182,19.38223118,-99.19685869,19.38704036,"N",785,0.22,1614,1.614,393,6.55
"1604",2790,"México DF Taxi Libre","09/07/2016 08:44","09/07/2016 09:01",-99.20270968,19.3814184,-99.1832907,19.40991061,"N",1014,0.28,4558,4.558,282,4.7
"1605",2792,"México DF Taxi Libre","09/07/2016 06:11","09/07/2016 06:23",-99.03148141,19.50819224,-99.047755,19.4979027,"N",688,0.19,3485,3.485,81,1.35
"1606",2793,"México DF Taxi Libre","10/07/2016 12:29","10/07/2016 12:29",-99.14853457,19.4151403,-99.1487064,19.41525887,"N",25,0.01,24,0.024,18,0.3
"1607",2795,"México DF Taxi Libre","16/12/2016 07:37","16/12/2016 07:47",-99.20501597,19.36688727,-99.18929179,19.37612482,"N",578,0.16,2977,2.977,150,2.5
